"tipo","Barrio","cant_hab","cant_bath","superficie","precio"
"Departamento","Recoleta",3,2,104,399990
"Departamento","Balvanera",3,1,49,119000
"Departamento","Balvanera",3,1,76,159900
"Departamento","Balvanera",3,2,75,158000
"Departamento","Caballito",3,1,80,179000
"Departamento","Caballito",3,2,80,330000
"Departamento","Monserrat",3,2,80,169900
"Departamento","Monserrat",3,1,70,139900
"Departamento","Palermo",4,2,126,299000
"Departamento","Palermo",4,3,132,653000
"Departamento","Palermo",4,3,160,448000
"Departamento","Barracas",4,1,95,360000
"Departamento","Caballito",4,1,94,225000
"Departamento","Caballito",4,3,185,339000
"Departamento","Monserrat",4,1,77,134900
"Departamento","Las Cañitas",4,4,190,690000
"Departamento","Villa Urquiza",4,2,110,475000
"Casa","Villa Urquiza",6,3,187,410000
"Departamento","Recoleta",5,2,210,595000
"Departamento","Caballito",5,2,140,265000
"Casa","Belgrano",8,5,153,649000
"PH","Flores",3,1,80,150000
"PH","Nuñez",5,2,135,275000
"PH","Mataderos",2,1,56,108000
"PH","Agronomía",3,1,89,195000
"PH","Constitución",4,1,148,190000
"PH","San Cristobal",6,2,315,310000
"PH","Villa Pueyrredón",3,1,89,195000
"Casa","Flores",5,3,220,295000
"Casa","Flores",5,2,260,290000
"Casa","Liniers",3,2,190,170000
"Casa","Paternal",4,1,110,195000
"Casa","Chacarita",4,1,160,265000
"Casa","Chacarita",4,2,258,750000
"Casa","Mataderos",4,2,105,158000
"Casa","Mataderos",4,2,192,335000
"Casa","San Telmo",4,2,168,299000
"Casa","Versalles",2,1,130,155000
"Casa","Villa Urquiza",4,2,134,329000
"Departamento","Boca",2,1,52,100000
"Departamento","Once",3,1,65,150000
"Departamento","Boedo",2,1,53,170000
"Departamento","Flores",1,1,40,102000
"Departamento","Flores",2,1,56,125000
"Departamento","Flores",4,1,85,159000
"Departamento","Flores",4,2,103,285000
"Departamento","Nuñez",1,1,43,163510
"Departamento","Almagro",4,2,110,259000
"Departamento","Almagro",2,2,55,194500
"Departamento","Almagro",2,1,37,89000
"Departamento","Liniers",2,1,44,95000
"Departamento","Liniers",3,1,55,125000
"Departamento","Palermo",4,1,114,387000
"Departamento","Palermo",3,1,87,307000
"Departamento","Palermo",1,1,34,119404
"Departamento","Palermo",1,1,38,128500
"Departamento","Palermo",2,1,55,157000
"Departamento","Palermo",2,1,47,172000
"Departamento","Palermo",2,2,55,194500
"Departamento","Palermo",3,1,114,380000
"Departamento","Palermo",1,1,35,124572
"Departamento","Palermo",1,1,34,121575
"Departamento","Palermo",1,1,34,109900
"Departamento","Palermo",3,2,60,282000
"Departamento","Palermo",2,1,35,94500
"Departamento","Palermo",3,1,79,280000
"Departamento","Palermo",1,1,36,128000
"Departamento","Palermo",4,2,140,420000
"Departamento","Palermo",4,2,84,365000
"Departamento","Palermo",1,1,62,169149
"Departamento","Palermo",4,2,139,510000
"Departamento","Palermo",1,1,34,114629
"Departamento","Palermo",1,1,38,109000
"Departamento","Palermo",1,1,32,106754
"Departamento","Palermo",1,1,30,70067
"Departamento","Palermo",1,1,40,117000
"Departamento","Palermo",3,1,129,400000
"Departamento","Palermo",1,1,38,130000
"Departamento","Palermo",3,1,98,335000
"Departamento","Palermo",1,1,37,120000
"Departamento","Palermo",2,1,35,130000
"Departamento","Palermo",1,1,36,128000
"Departamento","Palermo",1,1,35,122348
"Departamento","Palermo",4,3,170,480000
"Departamento","Palermo",1,1,38,135000
"Departamento","Palermo",2,1,48,220000
"Departamento","Palermo",4,3,170,480000
"Departamento","Belgrano",1,1,38,120000
"Departamento","Belgrano",3,2,70,259000
"Departamento","Belgrano",1,1,32,125000
"Departamento","Belgrano",4,3,170,480000
"Departamento","Belgrano",3,1,84,275000
"Departamento","Belgrano",5,4,217,850000
"Departamento","Belgrano",4,2,100,340000
"Departamento","Belgrano",2,1,70,289000
"Departamento","Belgrano",4,3,134,430000
"Departamento","Congreso",4,1,129,285000
"Departamento","Paternal",2,1,58,140000
"Departamento","Recoleta",2,1,73,252595
"Departamento","Recoleta",1,1,29,172044
"Departamento","Recoleta",2,1,42,89000
"Departamento","Recoleta",1,1,31,184375
"Departamento","Recoleta",1,1,29,172044
"Departamento","Recoleta",1,1,36,215763
"Departamento","Recoleta",2,1,47,162505
"Departamento","Recoleta",1,1,36,215763
"Departamento","Recoleta",2,1,43,165000
"Departamento","Recoleta",1,1,31,184375
"Departamento","Recoleta",1,1,29,174699
"Departamento","Recoleta",2,1,47,162505
"Departamento","Recoleta",3,2,96,380000
"Departamento","Recoleta",1,1,36,215763
"Departamento","Recoleta",1,1,29,174699
"Departamento","Recoleta",3,1,68,187500
"Departamento","Recoleta",1,1,31,184375
"Departamento","Saavedra",1,1,56,130000
"Departamento","Balvanera",3,1,65,145000
"Departamento","Balvanera",4,1,129,285000
"Departamento","Balvanera",4,1,110,200000
"Departamento","Balvanera",7,1,212,219000
"Departamento","Balvanera",4,1,100,119000
"Departamento","Caballito",2,1,46,115000
"Departamento","Caballito",2,1,49,140000
"Departamento","Caballito",2,2,100,290000
"Departamento","Caballito",3,1,100,298000
"Departamento","Caballito",3,1,46,99000
"Departamento","Caballito",4,2,84,190000
"Departamento","Caballito",2,1,44,130000
"Departamento","Caballito",4,2,136,380000
"Departamento","Caballito",3,2,75,248000
"Departamento","Caballito",1,1,49,150000
"Departamento","Caballito",2,2,55,194500
"Departamento","Caballito",2,1,35,102000
"Departamento","Caballito",3,2,80,275000
"Departamento","Chacarita",2,1,40,89000
"Departamento","Chacarita",2,1,51,135000
"Departamento","Chacarita",4,2,78,170000
"Departamento","Monserrat",3,1,53,105000
"Departamento","Monserrat",4,1,129,285000
"Departamento","San Telmo",3,1,53,105000
"Departamento","San Telmo",1,1,37,129000
"Departamento","San Telmo",3,1,53,105000
"Departamento","San Telmo",3,1,83,152000
"Departamento","Colegiales",3,1,65,142000
"Departamento","Colegiales",3,2,53,170000
"Departamento","Barrio Norte",3,1,61,135000
"Departamento","Barrio Norte",4,2,193,849000
"Departamento","Barrio Norte",4,1,110,360000
"Departamento","Barrio Norte",1,1,45,155000
"Departamento","Barrio Norte",1,1,37,115000
"Departamento","San Nicolás",2,1,38,76000
"Departamento","Villa Crespo",1,1,42,133000
"Departamento","Villa Crespo",2,1,47,122000
"Departamento","Villa Crespo",1,1,49,99000
"Departamento","Villa Crespo",2,2,55,194500
"Departamento","Villa Crespo",4,1,165,265000
"Departamento","Villa Crespo",2,1,40,130000
"Departamento","Villa Crespo",1,1,40,104000
"Departamento","Villa Crespo",3,1,50,122000
"Departamento","Villa Crespo",3,1,57,132000
"Departamento","Villa Crespo",1,1,36,108000
"Departamento","Villa Crespo",1,1,36,108000
"Departamento","Villa Crespo",1,1,49,99000
"Departamento","Villa Crespo",2,1,47,112500
"Departamento","Villa Crespo",1,1,33,94500
"Departamento","Villa Crespo",2,1,40,96000
"Departamento","Villa Devoto",3,2,107,269000
"Departamento","San Cristobal",1,1,36,77292
"Departamento","San Cristobal",1,1,36,75190
"Departamento","San Cristobal",2,1,50,115000
"Departamento","Villa Urquiza",2,1,54,157000
"Departamento","Villa Urquiza",3,1,57,158000
"Departamento","Villa Urquiza",2,1,60,145000
"Departamento","Villa del Parque",1,1,38,83000
"Departamento","Villa del Parque",4,1,100,315000
"Departamento","Villa del Parque",3,1,45,85000
"Departamento","Villa del Parque",3,2,60,159000
"Departamento","Villa del Parque",4,1,100,315000
"Departamento","Villa Pueyrredón",2,1,60,137000
"Departamento","Villa Pueyrredón",3,1,70,160000
"Departamento","Villa Crespo",1,1,41,112750
"Departamento","Villa Devoto",1,1,48,121000
"PH","Paternal",2,1,46,89000
"PH","Caballito",2,1,49,105000
"PH","Monte Castro",2,1,50,83000
"PH","Villa Santa Rita",2,1,136,132000
"PH","Villa del Parque",2,1,140,189000
"Departamento","Boca",2,1,45,106000
"Departamento","Boca",2,1,45,124000
"Departamento","Once",2,1,59,110000
"Departamento","Boedo",2,1,42,118000
"Departamento","Flores",2,1,73,115000
"Departamento","Nuñez",2,1,70,330000
"Departamento","Nuñez",1,1,46,130000
"Departamento","Nuñez",2,1,50,175000
"Departamento","Nuñez",1,1,45,123000
"Departamento","Almagro",2,1,55,121900
"Departamento","Almagro",2,1,43,133000
"Departamento","Almagro",2,1,40,93000
"Departamento","Almagro",2,1,42,88000
"Departamento","Almagro",2,1,63,205000
"Departamento","Almagro",2,1,38,110000
"Departamento","Almagro",2,1,35,90000
"Departamento","Coghlan",2,1,31,79900
"Departamento","Coghlan",2,1,47,80000
"Departamento","Liniers",2,1,46,130000
"Departamento","Liniers",2,1,58,127000
"Departamento","Palermo",2,1,63,205000
"Departamento","Palermo",1,1,38,159000
"Departamento","Palermo",2,1,69,199000
"Departamento","Palermo",2,1,65,128000
"Departamento","Palermo",1,1,36,114900
"Departamento","Palermo",2,1,40,110000
"Departamento","Barracas",2,1,43,85000
"Departamento","Belgrano",1,1,44,135000
"Departamento","Belgrano",2,1,57,185000
"Departamento","Belgrano",2,1,32,83000
"Departamento","Belgrano",2,1,58,185000
"Departamento","Belgrano",2,1,41,159000
"Departamento","Belgrano",1,1,32,135000
"Departamento","Belgrano",1,1,32,138500
"Departamento","Belgrano",1,1,44,154500
"Departamento","Belgrano",2,1,69,220000
"Departamento","Belgrano",2,1,50,159000
"Departamento","Belgrano",2,1,41,125000
"Departamento","Belgrano",2,1,50,168000
"Departamento","Congreso",2,1,82,135000
"Departamento","Congreso",2,1,39,92000
"Departamento","Floresta",1,1,34,76000
"Departamento","Floresta",2,1,35,71000
"Departamento","Recoleta",2,1,31,135000
"Departamento","Recoleta",1,1,32,117000
"Departamento","Recoleta",1,1,37,134700
"Departamento","Recoleta",2,1,49,165000
"Departamento","Recoleta",2,1,100,330000
"Departamento","Saavedra",2,1,51,122000
"Departamento","Saavedra",2,1,36,102000
"Departamento","Saavedra",2,1,42,110000
"Departamento","Saavedra",1,1,37,93000
"Departamento","Saavedra",1,1,45,112000
"Departamento","Balvanera",3,1,76,130000
"Departamento","Balvanera",2,1,76,130000
"Departamento","Caballito",1,1,31,107000
"Departamento","Caballito",2,2,67,169100
"Departamento","Caballito",2,1,30,85500
"Departamento","Caballito",2,1,30,85500
"Departamento","Caballito",2,2,60,198300
"Departamento","Caballito",2,2,64,177800
"Departamento","Caballito",2,1,60,175000
"Departamento","Caballito",2,1,30,85500
"Departamento","Caballito",1,1,34,109000
"Departamento","Caballito",2,1,49,105000
"Departamento","Caballito",2,2,64,181700
"Departamento","Chacarita",2,1,43,78000
"Departamento","Mataderos",1,1,31,85000
"Departamento","Monserrat",2,1,36,82000
"Departamento","Colegiales",2,1,53,169000
"Departamento","Colegiales",1,1,49,130000
"Departamento","Colegiales",2,1,43,78000
"Departamento","Colegiales",1,1,45,135000
"Departamento","Tribunales",1,1,30,79000
"Departamento","Villa Luro",2,2,63,153000
"Departamento","Parque Chas",2,1,46,101200
"Departamento","Parque Chas",1,1,32,89000
"Departamento","Parque Chas",2,1,92,135000
"Departamento","Las Cañitas",2,1,40,200000
"Departamento","San Nicolás",2,1,48,97000
"Departamento","San Nicolás",2,1,37,100000
"Departamento","San Nicolás",2,1,60,155000
"Departamento","Villa Crespo",2,1,35,99000
"Departamento","Villa Crespo",2,1,52,180000
"Departamento","Villa Crespo",2,1,42,115000
"Departamento","Villa Crespo",2,1,63,205000
"Departamento","Villa Devoto",1,1,35,120000
"Departamento","Puerto Madero",2,2,150,890000
"Departamento","San Cristobal",2,1,44,78500
"Departamento","San Cristobal",3,1,76,130000
"Departamento","San Cristobal",2,1,52,113454
"Departamento","San Cristobal",2,1,48,153000
"Departamento","San Cristobal",2,1,76,130000
"Departamento","San Cristobal",2,1,48,180000
"Departamento","Villa Ortuzar",2,1,43,131500
"Departamento","Villa Urquiza",2,1,36,115000
"Departamento","Villa Urquiza",2,2,45,157000
"Departamento","Villa Urquiza",2,1,44,165000
"Departamento","Villa del Parque",2,1,40,90000
"Departamento","Parque Centenario",2,1,37,85000
"Departamento","Villa Pueyrredón",2,1,47,148000
"Departamento","Centro / Microcentro",2,1,42,119000
"PH","Flores",4,1,87,130000
"PH","Nuñez",3,1,78,230000
"PH","Nuñez",3,1,120,315000
"PH","Floresta",3,1,129,149900
"PH","Caballito",3,1,60,259000
"PH","Monte Castro",3,2,185,250000
"PH","Villa Crespo",3,1,70,155000
"PH","Villa Crespo",3,2,85,240000
"PH","Villa Crespo",3,1,60,145000
"PH","Villa del Parque",3,1,140,183000
"PH","Villa del Parque",3,1,128,200000
"PH","Villa Pueyrredón",3,1,110,185000
"Casa","Flores",3,1,74,130000
"Casa","Villa Urquiza",3,1,130,250000
"Departamento","Abasto",3,1,62,103000
"Departamento","Flores",3,1,73,110000
"Departamento","Flores",3,1,59,163000
"Departamento","Retiro",3,1,54,135000
"Departamento","Almagro",3,1,45,105000
"Departamento","Almagro",3,1,45,105000
"Departamento","Almagro",3,1,80,215000
"Departamento","Almagro",3,1,74,160000
"Departamento","Almagro",3,1,62,148000
"Departamento","Almagro",3,1,65,165000
"Departamento","Almagro",3,1,78,168500
"Departamento","Almagro",3,1,50,89000
"Departamento","Coghlan",3,1,57,157000
"Departamento","Coghlan",3,2,92,345000
"Departamento","Coghlan",3,1,47,123000
"Departamento","Palermo",3,1,47,178000
"Departamento","Palermo",3,1,65,178000
"Departamento","Palermo",3,1,55,240000
"Departamento","Palermo",3,1,66,180000
"Departamento","Palermo",3,1,65,189900
"Departamento","Belgrano",3,2,70,165000
"Departamento","Belgrano",3,4,113,439000
"Departamento","Belgrano",3,1,77,199000
"Departamento","Belgrano",3,1,58,151500
"Departamento","Belgrano",3,1,80,212000
"Departamento","Belgrano",3,4,111,510000
"Departamento","Congreso",3,1,40,89000
"Departamento","Floresta",3,1,123,140000
"Departamento","Floresta",3,2,75,129000
"Departamento","Recoleta",3,2,84,350000
"Departamento","Recoleta",3,2,102,390000
"Departamento","Recoleta",3,2,80,300000
"Departamento","Recoleta",3,1,122,350000
"Departamento","Recoleta",3,1,62,263000
"Departamento","Recoleta",3,1,46,142000
"Departamento","Saavedra",3,1,75,149800
"Departamento","Balvanera",3,1,44,95000
"Departamento","Balvanera",3,2,65,138000
"Departamento","Balvanera",3,2,120,270000
"Departamento","Balvanera",4,2,83,110000
"Departamento","Caballito",3,1,69,179000
"Departamento","Caballito",3,1,49,105000
"Departamento","Caballito",3,2,78,249600
"Departamento","Caballito",3,3,112,362300
"Departamento","Caballito",3,2,103,247100
"Departamento","Caballito",3,2,103,285400
"Departamento","Caballito",3,1,65,195000
"Departamento","Caballito",3,1,58,185000
"Departamento","Caballito",3,3,112,366000
"Departamento","Caballito",3,3,87,232500
"Departamento","Caballito",3,1,63,178000
"Departamento","Caballito",3,3,103,231200
"Departamento","Caballito",3,1,60,96000
"Departamento","Caballito",3,2,95,213000
"Departamento","Mataderos",3,1,60,133000
"Departamento","Mataderos",3,1,46,85000
"Departamento","San Telmo",3,1,64,180000
"Departamento","San Telmo",3,1,98,152000
"Departamento","Agronomía",3,1,68,155000
"Departamento","Colegiales",3,2,140,279000
"Departamento","Colegiales",3,1,74,180000
"Departamento","Colegiales",3,2,100,330000
"Departamento","Colegiales",3,1,61,170000
"Departamento","Tribunales",3,2,84,170000
"Departamento","Villa Luro",3,1,94,169990
"Departamento","Villa Luro",3,1,62,158000
"Departamento","Villa Luro",3,1,71,140000
"Departamento","Parque Chas",3,2,70,150500
"Departamento","Parque Chas",3,1,50,145000
"Departamento","Parque Chas",3,2,111,180800
"Departamento","Parque Chas",3,2,135,199000
"Departamento","Barrio Norte",3,1,46,142000
"Departamento","Barrio Norte",3,1,71,172500
"Departamento","Barrio Norte",3,3,102,278000
"Departamento","Barrio Norte",3,1,108,325000
"Departamento","Barrio Norte",3,2,45,140000
"Departamento","Barrio Norte",3,1,89,245000
"Departamento","Barrio Norte",3,1,54,165000
"Departamento","Las Cañitas",3,4,113,439000
"Departamento","San Nicolás",3,2,86,170000
"Departamento","San Nicolás",3,1,68,149000
"Departamento","Villa Crespo",3,1,79,173000
"Departamento","Villa Crespo",3,1,78,168500
"Departamento","Villa Crespo",3,1,98,309000
"Departamento","Villa Crespo",3,2,87,173000
"Departamento","Villa Crespo",3,1,55,140000
"Departamento","Villa Crespo",3,2,86,180000
"Departamento","Villa Crespo",3,1,63,155000
"Departamento","Villa Devoto",3,1,69,168000
"Departamento","Villa Devoto",3,1,60,121500
"Departamento","Villa Devoto",3,2,72,215000
"Departamento","San Cristobal",3,1,52,108000
"Departamento","San Cristobal",3,1,104,137800
"Departamento","San Cristobal",3,1,77,167424
"Departamento","Villa Ortuzar",3,1,42,129000
"Departamento","Villa Urquiza",3,2,71,260000
"Departamento","Parque Patricios",3,1,53,120000
"Departamento","Villa del Parque",3,1,59,115000
"Departamento","Villa del Parque",3,1,65,148000
"Departamento","Parque Centenario",3,1,78,168500
"Departamento","Parque Centenario",3,1,45,105000
"Departamento","Villa Pueyrredón",3,1,66,174000
"PH","Almagro",4,1,124,220000
"PH","Palermo",4,1,151,385000
"PH","Palermo",4,2,150,335000
"PH","Palermo",4,5,201,375000
"PH","Palermo",4,1,120,345000
"PH","Palermo",4,1,151,373000
"PH","Pompeya",4,1,140,140000
"PH","Saavedra",5,2,110,300000
"PH","Villa Real",4,1,125,205000
"PH","Villa Real",4,1,150,170000
"PH","Villa Urquiza",4,2,182,319000
"PH","Villa Urquiza",3,1,76,139000
"PH","Villa Pueyrredón",4,1,90,179000
"Casa","Belgrano",4,3,248,448000
"Departamento","Once",4,1,79,180000
"Departamento","Flores",6,2,136,299000
"Departamento","Flores",4,1,96,225000
"Departamento","Nuñez",5,1,95,279000
"Departamento","Retiro",4,2,107,275000
"Departamento","Almagro",4,1,89,189000
"Departamento","Almagro",4,2,118,218000
"Departamento","Almagro",4,2,97,290000
"Departamento","Almagro",4,1,56,144000
"Departamento","Liniers",4,2,133,210000
"Departamento","Palermo",4,1,102,279000
"Departamento","Palermo",4,1,95,270000
"Departamento","Palermo",4,3,110,435000
"Departamento","Palermo",4,2,87,240000
"Departamento","Palermo",4,2,87,240000
"Departamento","Barracas",4,1,64,155000
"Departamento","Barracas",4,2,131,395000
"Departamento","Belgrano",4,4,212,800000
"Departamento","Belgrano",4,2,119,400000
"Departamento","Belgrano",4,2,135,549000
"Departamento","Belgrano",4,4,212,800000
"Departamento","Belgrano",4,1,87,218000
"Departamento","Belgrano",4,2,118,472500
"Departamento","Belgrano",4,3,149,630000
"Departamento","Recoleta",4,2,112,407000
"Departamento","Recoleta",4,2,147,485000
"Departamento","Recoleta",4,2,166,780000
"Departamento","Recoleta",5,3,130,445000
"Departamento","Recoleta",4,2,162,328000
"Departamento","Recoleta",5,2,124,385000
"Departamento","Caballito",4,3,110,310300
"Departamento","Caballito",4,4,136,327100
"Departamento","Caballito",4,1,98,210000
"Departamento","Caballito",4,4,178,542800
"Departamento","Caballito",4,4,185,564500
"Departamento","Caballito",4,4,127,312300
"Departamento","Caballito",4,4,193,547600
"Departamento","Caballito",4,3,128,695400
"Departamento","Caballito",4,1,85,214500
"Departamento","Caballito",4,4,162,498300
"Departamento","Caballito",4,4,136,340700
"Departamento","Caballito",4,3,125,275000
"Departamento","San Telmo",4,1,156,348000
"Departamento","Colegiales",4,1,83,238000
"Departamento","Villa Luro",4,3,150,495000
"Departamento","Barrio Norte",5,2,90,310000
"Departamento","Barrio Norte",4,2,90,310000
"Departamento","Villa Crespo",4,1,80,185000
"Departamento","Villa Crespo",4,2,195,360000
"Departamento","Villa Crespo",4,1,85,199900
"Departamento","Villa Urquiza",4,4,151,695000
"Departamento","Villa Urquiza",4,2,133,240000
"Departamento","Villa Urquiza",4,2,117,297000
"Departamento","Parque Centenario",4,2,118,218000
"PH","Balvanera",5,2,104,130000
"PH","Caballito",5,2,204,320000
"Casa","Parque Chacabuco",6,1,162,165000
"Departamento","Palermo",5,2,174,595000
"Departamento","Palermo",6,3,220,750000
"Departamento","Palermo",5,1,135,395000
"Departamento","Belgrano",7,3,236,635000
"Departamento","Belgrano",5,3,210,795000
"Departamento","Belgrano",5,3,210,790000
"Departamento","Recoleta",5,1,135,395000
"Departamento","Recoleta",5,3,187,640000
"Departamento","Recoleta",7,3,180,780000
"Departamento","Recoleta",6,4,270,775000
"Departamento","Caballito",5,5,160,444100
"Departamento","Barrio Norte",5,1,135,395000
"PH","Villa Crespo",7,2,173,249000
"Casa","Villa del Parque",6,4,288,449000
"PH","Monserrat",7,2,105,145000
"Departamento","Retiro",1,1,45,169000
"Departamento","Palermo",1,1,31,78000
"Departamento","Palermo",1,1,36,125000
"Departamento","Palermo",1,1,38,175000
"Departamento","Palermo",1,1,38,135000
"Departamento","Palermo",1,1,38,135000
"Departamento","Palermo",1,1,40,109000
"Departamento","Floresta",1,1,48,80000
"Departamento","Saavedra",1,1,52,139000
"Departamento","Balvanera",1,1,45,99500
"Departamento","Balvanera",1,1,38,120000
"Departamento","Caballito",1,1,43,109000
"Departamento","Caballito",1,1,96,150000
"Departamento","Caballito",1,1,55,185000
"Departamento","Chacarita",1,1,38,135000
"Departamento","San Telmo",1,1,36,75000
"Departamento","San Telmo",1,1,38,98171
"Departamento","San Nicolás",1,1,37,110000
"Departamento","Villa Crespo",1,1,38,135000
"Departamento","Villa Crespo",1,1,38,115000
"Departamento","San Cristobal",1,1,38,71000
"Casa","San Cristobal",1,1,62,113000
"Departamento","Parque Patricios",1,1,38,82000
"Departamento","Parque Patricios",1,1,43,90000
"Departamento","Parque Centenario",1,1,32,89500
"Departamento","Once",2,1,62,149000
"Departamento","Flores",2,1,46,120000
"Departamento","Flores",2,1,46,120000
"Departamento","Flores",2,1,53,154000
"Departamento","Nuñez",2,1,54,230000
"Departamento","Almagro",2,1,34,87000
"Departamento","Almagro",2,1,52,130000
"Departamento","Palermo",2,1,47,170000
"Departamento","Palermo",2,1,65,217000
"Departamento","Belgrano",2,1,64,355000
"Departamento","Belgrano",2,1,66,177069
"Departamento","Belgrano",2,1,50,226000
"Departamento","Belgrano",2,1,43,159500
"Departamento","Belgrano",2,1,37,119500
"Departamento","Caballito",2,1,94,125350
"Departamento","Caballito",2,1,42,79000
"Departamento","Mataderos",2,1,43,135000
"Departamento","Constitución",2,1,54,168000
"Departamento","Villa Ortuzar",2,1,54,150000
"Departamento","Villa Urquiza",2,2,74,184900
"Departamento","Villa Santa Rita",2,1,75,145000
"PH","Boca",3,2,86,100000
"Departamento","Flores",3,1,70,128000
"Departamento","Almagro",3,2,77,168000
"Departamento","Almagro",3,1,65,165000
"Departamento","Coghlan",3,2,74,207000
"PH","Palermo",3,2,72,195000
"Departamento","Palermo",3,1,63,135000
"Departamento","Palermo",3,1,68,272900
"Departamento","Palermo",3,1,68,272900
"Departamento","Barracas",3,2,83,235000
"Departamento","Belgrano",3,2,95,205000
"Departamento","Belgrano",3,1,54,228000
"Departamento","Belgrano",3,2,66,210000
"Departamento","Belgrano",3,1,69,160000
"Departamento","Belgrano",3,1,69,160000
"Departamento","Belgrano",3,1,69,160000
"Departamento","Paternal",3,1,83,210000
"Departamento","Recoleta",3,1,82,450000
"Departamento","Recoleta",3,2,178,650000
"Departamento","Caballito",3,1,92,210000
"Departamento","Caballito",3,2,108,229000
"Departamento","Caballito",3,3,87,269000
"Departamento","Mataderos",3,1,71,170000
"PH","Mataderos",3,2,54,155000
"Departamento","San Telmo",3,1,54,120000
"Departamento","Puerto Madero",3,3,116,720000
"Departamento","Puerto Madero",3,3,116,710000
"Departamento","San Cristobal",3,1,28,75000
"PH","San Cristobal",3,1,28,75000
"Departamento","Villa Urquiza",3,2,76,190000
"Casa","Villa Urquiza",3,1,116,219000
"Departamento","Villa Pueyrredón",3,1,71,168000
"Departamento","Palermo",4,1,68,187000
"Departamento","Belgrano",4,2,135,495000
"Departamento","Belgrano",4,1,68,187000
"Departamento","Recoleta",4,2,168,489000
"Casa","Saavedra",4,1,206,390000
"Departamento","Caballito",4,2,140,470000
"Departamento","Barrio Norte",4,2,168,489000
"Departamento","Barrio Norte",4,2,91,210000
"Departamento","Villa Urquiza",4,2,124,270625
"Departamento","Villa del Parque",4,1,92,255000
"Departamento","Retiro",5,2,210,650000
"Departamento","Palermo",5,4,188,450000
"Departamento","Villa Crespo",5,2,67,175000
"Departamento","Villa Crespo",5,1,89,205000
"PH","Villa Lugano",5,2,170,165000
"Casa","Nuñez",6,1,244,720000
"Departamento","Retiro",1,1,32,145000
"Departamento","Palermo",1,1,42,145000
"Departamento","Palermo",1,1,38,133500
"Departamento","Palermo",1,1,37,155000
"Departamento","Las Cañitas",1,1,34,115000
"Departamento","San Nicolás",1,1,33,75000
"Departamento","Villa Crespo",1,1,45,110000
"Departamento","Villa Crespo",1,1,36,100000
"Departamento","Villa Crespo",1,1,36,99999
"Departamento","Once",2,1,46,71800
"Departamento","Abasto",2,1,33,73000
"Departamento","Flores",2,1,44,110000
"Departamento","Almagro",2,1,42,137000
"Departamento","Coghlan",2,2,63,210000
"Departamento","Coghlan",2,2,63,245000
"Departamento","Palermo",2,1,48,300000
"Departamento","Palermo",2,1,44,155000
"Departamento","Belgrano",2,1,54,165000
"Departamento","Belgrano",2,1,58,185000
"Departamento","Belgrano",2,1,58,185000
"Departamento","Belgrano",2,2,65,210000
"Departamento","Belgrano",2,1,36,120000
"Departamento","Saavedra",2,1,42,250000
"Departamento","Balvanera",2,1,62,110000
"Departamento","Balvanera",2,1,33,73000
"Departamento","Caballito",2,1,55,100000
"Departamento","Caballito",2,1,55,108000
"Departamento","Caballito",2,1,55,100000
"Departamento","San Telmo",2,1,73,135000
"PH","Versalles",2,1,98,127000
"Departamento","Barrio Norte",2,1,52,145000
"Departamento","Barrio Norte",2,1,37,110000
"Departamento","Las Cañitas",2,1,61,198000
"Departamento","Villa Crespo",2,1,39,86500
"Departamento","Villa Crespo",2,1,38,104573
"Departamento","Villa Crespo",2,1,39,107948
"PH","Villa Devoto",2,1,84,149000
"PH","Villa Devoto",2,1,72,149000
"Departamento","Puerto Madero",2,1,87,620000
"Departamento","Villa Urquiza",2,1,50,150000
"Departamento","Villa Urquiza",2,1,47,140000
"Departamento","Parque Centenario",2,1,43,133000
"Departamento","Parque Centenario",2,1,55,100000
"Departamento","Centro / Microcentro",2,1,36,78000
"Departamento","Boedo",3,2,68,182000
"Departamento","Boedo",3,2,68,180000
"Departamento","Boedo",3,2,68,180000
"Departamento","Boedo",3,2,68,182000
"Departamento","Nuñez",3,1,64,210000
"Departamento","Nuñez",3,1,55,150000
"Departamento","Nuñez",3,2,124,390000
"Departamento","Almagro",3,1,56,150000
"Departamento","Almagro",3,3,115,300000
"Departamento","Almagro",3,1,47,135000
"Departamento","Almagro",3,2,68,232000
"Departamento","Almagro",3,1,87,217000
"Departamento","Almagro",3,1,73,215000
"Departamento","Almagro",3,1,87,217000
"Departamento","Coghlan",3,2,70,268000
"Departamento","Palermo",3,2,70,259000
"Departamento","Palermo",3,1,63,225000
"Departamento","Palermo",3,1,65,167900
"Departamento","Palermo",3,2,70,259000
"Departamento","Palermo",3,2,109,299000
"Departamento","Barracas",3,2,70,216000
"Departamento","Belgrano",3,1,54,174000
"Departamento","Belgrano",3,2,95,285000
"Departamento","Belgrano",3,2,70,220000
"Departamento","Belgrano",3,2,140,279500
"Departamento","Belgrano",3,2,63,199000
"Departamento","Recoleta",3,3,124,486200
"Departamento","Saavedra",3,2,73,200000
"Departamento","Balvanera",3,2,70,259000
"Departamento","Balvanera",3,2,70,259000
"Departamento","Balvanera",3,1,50,78000
"Departamento","Caballito",3,1,60,153000
"Departamento","Caballito",3,1,62,178000
"PH","Caballito",3,1,102,155000
"Departamento","Caballito",3,2,87,275000
"Departamento","Caballito",3,2,73,250000
"Departamento","Caballito",3,1,71,170000
"Departamento","Caballito",3,2,65,235000
